Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;CODE;Unnamed: 15;Unnamed: 16;No Volume;Unnamed: 18;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Identifiant local;Surface reelle bati;Nombre pieces principales
PAUL ARCIS;1931;69330.0;MEYZIEU;69;282;69282;;;;;93;;;;;;;;;2;2;Appartement;;92;5
DES TULIPES;1939;69780.0;MIONS;69;283;69283;;;;;86,2;;;;;;;;;1;1;Maison;;89;5
VICTOR HUGO;1914;69140.0;RILLIEUX-LA-PAPE;69;286;69286;;;;;23,02;;;;;;;;;2;2;Appartement;;23;1
DE LA SARRAZINIERE;1946;69360.0;SEREZIN-DU-RHONE;69;294;69294;;;;;101,35;;;;;;;;;1;1;Maison;;103;5
DOMINIQUE PERFETTI;1913;69001.0;LYON 1ER;69;381;69381;;;;;75,44;;;;;;;;;1;2;Appartement;;78;3
STE CATHERINE;1913;69001.0;LYON 1ER;69;381;69381;;;;;85;;;;;;;;;1;2;Appartement;;83;3
PORT DU TEMPLE;1906;69002.0;LYON 2EME;69;382;69382;;;;;17,87;;;;;;;;;1;2;Appartement;;20;1
DUGUESCLIN;1927;69003.0;LYON 3EME;69;383;69383;;;;;35,03;;;;;;;;;1;2;Appartement;;15;1
JUIVERIE;1909;69005.0;LYON 5EME;69;385;69385;;;;;24,93;;;;;;;;;1;2;Appartement;;28;1
DES NOYERS;1909;69005.0;LYON 5EME;69;385;69385;;;;;92,29;;;;;;;;;1;2;Appartement;;92;4
BERTHELOT;1928;69007.0;LYON 7EME;69;387;69387;;;;;61,55;;;;;;;;;1;2;Appartement;;57;2
ELIE ROCHETTE;1928;69007.0;LYON 7EME;69;387;69387;;;;;30,35;;;;;;;;;1;2;Appartement;;28;0
JEAN VALLIER;1928;69007.0;LYON 7EME;69;387;69387;;;;;49,51;;;;;;;;;1;2;Appartement;;49;2
LECLERC;1928;69007.0;LYON 7EME;69;387;69387;;;;;77,89;;;;;;;;;1;2;Appartement;;77;4
MARIUS BERLIET;1930;69008.0;LYON 8EME;69;388;69388;;;;;19,95;;;;;;;;;1;2;Appartement;;20;1
MASARYK;1910;69009.0;LYON 9EME;69;389;69389;;;;;69,2;;;;;;;;;1;2;Appartement;;71;3
THEODORE MONOD;2045;71000.0;MACON;71;270;71270;;;;;92,59;;;;;;;;;1;1;Maison;;92;4
AGUT;2045;71000.0;MACON;71;270;71270;;;;;25,9;;;;;;;;;3;2;Appartement;;27;2
HENRI 4;2077;72200.0;LA FLECHE;72;154;72154;;;;;28,6;;;;;;;;;1;2;Appartement;;27;1
BOB WOLLEK;2065;72000.0;LE MANS;72;181;72181;;;;;30,39;;;;;;;;;1;2;Appartement;;30;2
DE L AVENIR;2084;73100.0;AIX LES BAINS;73;8;73008;;;;;40,62;;;;;;;;;1;2;Appartement;;40;2
PAUL YVAN LAGARDE;2090;73200.0;ALBERTVILLE;73;11;73011;;;;;66,5;;;;;;;;;2;2;Appartement;;64;4
DE L ARLANDAZ;2090;73200.0;ALBERTVILLE;73;11;73011;;;;;53,7;;;;;;;;;1;2;Appartement;;54;3
IMM LES AVRIERES;2085;73210.0;LA PLAGNE TARENTAISE;73;150;73150;;;;;34,8;;;;;;;;;1;2;Appartement;;36;2
ANDROMEDE;2085;73210.0;LA PLAGNE TARENTAISE;73;150;73150;;;;;21,55;;;;;;;;;1;2;Appartement;;22;1
DU TILBURY;2168;74300.0;ARACHES LA FRASSE;74;14;74014;;;;;21,54;;;;;;;;;2;2;Appartement;;22;2
DES PERIADES;2156;74400.0;CHAMONIX MONT BLANC;74;56;74056;;;;;68,62;;;;;;;;;2;2;Appartement;;73;3
DU COL DES ARAVIS;2145;74220.0;LA CLUSAZ;74;80;74080;;;;;42,63;;;;;;;;;1;2;Appartement;;45;3
GEORGES CLEMENCEAU;2175;74300.0;CLUSES;74;81;74081;;;;;66,83;;;;;;;;;1;2;Appartement;;69;3
DU CHATEAU;2182;74310.0;LES HOUCHES;74;143;74143;;;;;23,61;;;;;;;;;2;2;Appartement;;24;1
DU CHATEAU;2140;74380.0;LUCINGES;74;153;74153;;;;;50,82;;;;;;;;;1;2;Appartement;;50;2
DU JAILLET;2172;74120.0;MEGEVE;74;173;74173;;;;;37,85;;;;;;;;;2;2;Appartement;;40;1
DE ROCHE PALLUD;2185;74440.0;MIEUSSY;74;183;74183;;;;;15,79;;;;;;;;;2;2;Appartement;;16;1
DU VAL D ARLY;2158;74120.0;PRAZ SUR ARLY;74;215;74215;;;;;18,84;;;;;;;;;1;2;Appartement;;20;1
ANCIENNE RTE IMPERIALE;2167;74700.0;SALLANCHES;74;256;74256;;;;;66,9;;;;;;;;;2;2;Appartement;;66;3
DES HOTTES;2187;74440.0;VERCHAIX;74;294;74294;;;;;47,3;;;;;;;;;1;1;Maison;;50;3
DES CHENES;2136;74100.0;VETRAZ-MONTHOUX;74;298;74298;;;;;63,3;;;;;;;;;1;2;Appartement;;63;3
SAINT HONORE;3196;75001.0;PARIS 01;75;101;75101;;;;;63,08;;;;;;;;;1;2;Appartement;;66;2
SAINT HONORE;3196;75001.0;PARIS 01;75;101;75101;;;;;79,38;;;;;;;;;1;2;Appartement;;76;3
DES PETITS CHAMPS;3196;75001.0;PARIS 01;75;101;75101;;;;;86,64;;;;;;;;;1;2;Appartement;;96;4
SAINT HONORE;3196;75001.0;PARIS 01;75;101;75101;;;;;129,09;;;;;;;;;1;2;Appartement;;16;1
DE LA PAIX;3214;75002.0;PARIS 02;75;102;75102;;;;;54,95;;;;;;;;;1;2;Appartement;;58;2
DUSSOUBS;3214;75002.0;PARIS 02;75;102;75102;;;;;29,83;;;;;;;;;1;2;Appartement;;29;1
DE CLERY;3214;75002.0;PARIS 02;75;102;75102;;;;;26,3;;;;;;;;;2;2;Appartement;;27;1
LEMOINE;3214;75002.0;PARIS 02;75;102;75102;;;;;16,1;;;;;;;;;1;2;Appartement;;16;1
SAINTE ELISABETH;3195;75003.0;PARIS 03;75;103;75103;;;;;40,62;;;;;;;;;1;2;Appartement;;37;2
DE BRETAGNE;3195;75003.0;PARIS 03;75;103;75103;;;;;48,12;;;;;;;;;1;2;Appartement;;49;3
DES LOMBARDS;3213;75004.0;PARIS 04;75;104;75104;;;;;29,39;;;;;;;;;2;2;Appartement;;27;2
DES HOSPIT ST GERVAIS;3213;75004.0;PARIS 04;75;104;75104;;;;;65,8;;;;;;;;;2;2;Appartement;;65;3
FERDINAND DUVAL;3213;75004.0;PARIS 04;75;104;75104;;;;;66,43;;;;;;;;;1;2;Appartement;;67;2
DES MAUVAIS GARCONS;3213;75004.0;PARIS 04;75;104;75104;;;;;15,75;;;;;;;;;1;2;Appartement;;18;1
BEAUTREILLIS;3213;75004.0;PARIS 04;75;104;75104;;;;;68;;;;;;;;;2;2;Appartement;;66;3
DU CARDINAL LEMOINE;3200;75005.0;PARIS 05;75;105;75105;;;;;21,52;;;;;;;;;1;2;Appartement;;27;1
SAINT MARCEL;3200;75005.0;PARIS 05;75;105;75105;;;;;56,93;;;;;;;;;2;2;Appartement;;53;3
MOUFFETARD;3200;75005.0;PARIS 05;75;105;75105;;;;;17,51;;;;;;;;;1;2;Appartement;;17;1
DE SAVOIE;3198;75006.0;PARIS 06;75;106;75106;;;;;130,53;;;;;;;;;1;2;Appartement;;120;4
MONSIEUR LE PRINCE;3198;75006.0;PARIS 06;75;106;75106;;;;;44,36;;;;;;;;;1;2;Appartement;;50;2
DE VAUGIRARD;3198;75006.0;PARIS 06;75;106;75106;;;;;75,9;;;;;;;;;2;2;Appartement;;78;4
MAYET;3198;75006.0;PARIS 06;75;106;75106;;;;;95,06;;;;;;;;;2;2;Appartement;;90;3
DE BEAUNE;3199;75007.0;PARIS 07;75;107;75107;;;;;95,35;;;;;;;;;1;2;Appartement;;33;3
DE VERNEUIL;3199;75007.0;PARIS 07;75;107;75107;;;;;43,05;;;;;;;;;2;2;Appartement;;49;2
DE L UNIVERSITE;3199;75007.0;PARIS 07;75;107;75107;;;;;97,07;;;;;;;;;2;2;Appartement;;98;5
DE MIROMESNIL;3197;75008.0;PARIS 08;75;108;75108;;;;;105,8;;;;;;;;;1;2;Appartement;;150;5
BERGERE;3202;75009.0;PARIS 09;75;109;75109;;;;;28,97;;;;;;;;;3;2;Appartement;;24;2
DE MONTYON;3202;75009.0;PARIS 09;75;109;75109;;;;;70,32;;;;;;;;;2;2;Appartement;;69;3
DE MAUBEUGE;3201;75010.0;PARIS 10;75;110;75110;;;;;18,66;;;;;;;;;1;2;Appartement;;18;1
D HAUTEVILLE;3201;75010.0;PARIS 10;75;110;75110;;;;;212,54;;;;;;;;;1;2;Appartement;;121;4
DU FBG DU TEMPLE;3201;75010.0;PARIS 10;75;110;75110;;;;;65,07;;;;;;;;;1;2;Appartement;;66;3
PARMENTIER;3203;75011.0;PARIS 11;75;111;75111;;;;;56,53;;;;;;;;;2;2;Appartement;;55;3
ROCHEBRUNE;3203;75011.0;PARIS 11;75;111;75111;;;;;20,4;;;;;;;;;1;2;Appartement;;15;1
VOLTAIRE;3203;75011.0;PARIS 11;75;111;75111;;;;;41,71;;;;;;;;;1;2;Appartement;;40;2
PHILIPPE AUGUSTE;3203;75011.0;PARIS 11;75;111;75111;;;;;24,43;;;;;;;;;2;2;Appartement;;27;2
PAUL BERT;3203;75011.0;PARIS 11;75;111;75111;;;;;39,69;;;;;;;;;1;2;Appartement;;34;2
DE CANDIE;3203;75011.0;PARIS 11;75;111;75111;;;;;59,6;;;;;;;;;1;2;Appartement;;59;3
DE LYON;3204;75012.0;PARIS 12;75;112;75112;;;;;36,05;;;;;;;;;1;2;Appartement;;34;2
DE LA REINE BLANCHE;3205;75013.0;PARIS 13;75;113;75113;;;;;23,77;;;;;;;;;2;2;Appartement;;23;1
PANHARD ET LEVASSOR;3205;75013.0;PARIS 13;75;113;75113;;;;;93,03;;;;;;;;;1;2;Appartement;;93;4
GAZAN;3206;75014.0;PARIS 14;75;114;75114;;;;;37,48;;;;;;;;;1;2;Appartement;;38;1
D ALESIA;3206;75014.0;PARIS 14;75;114;75114;;;;;69,74;;;;;;;;;2;2;Appartement;;75;3
REMY DUMONCEL;3206;75014.0;PARIS 14;75;114;75114;;;;;164,35;;;;;;;;;1;2;Appartement;;95;3
DIDOT;3206;75014.0;PARIS 14;75;114;75114;;;;;65;;;;;;;;;1;2;Appartement;;70;3
DES MARINIERS;3206;75014.0;PARIS 14;75;114;75114;;;;;54,55;;;;;;;;;2;2;Appartement;;52;2
DE CADIX;3207;75015.0;PARIS 15;75;115;75115;;;;;12,25;;;;;;;;;1;2;Appartement;;24;1
BORROMEE;3207;75015.0;PARIS 15;75;115;75115;;;;;33,26;;;;;;;;;3;2;Appartement;;30;2
DE L ARRIVEE;3207;75015.0;PARIS 15;75;115;75115;;;;;76,63;;;;;;;;;2;2;Appartement;;73;4
FALGUIERE;3207;75015.0;PARIS 15;75;115;75115;;;;;47,17;;;;;;;;;1;2;Appartement;;42;3
DE L EGLISE;3207;75015.0;PARIS 15;75;115;75115;;;;;19,61;;;;;;;;;2;2;Appartement;;19;1
HENRI BOCQUILLON;3207;75015.0;PARIS 15;75;115;75115;;;;;79,06;;;;;;;;;1;2;Appartement;;80;4
VASCO DE GAMA;3207;75015.0;PARIS 15;75;115;75115;;;;;14,51;;;;;;;;;1;2;Appartement;;13;1
DE VERSAILLES;3208;75016.0;PARIS 16;75;116;75116;;;;;101,84;;;;;;;;;2;2;Appartement;;97;4
DUBAN;3208;75016.0;PARIS 16;75;116;75116;;;;;16,01;;;;;;;;;1;2;Appartement;;16;1
DE LA POMPE;3208;75016.0;PARIS 16;75;116;75116;;;;;17,8;;;;;;;;;1;2;Appartement;;18;1
JOCELYN;3208;75016.0;PARIS 16;75;116;75116;;;;;72,88;;;;;;;;;2;2;Appartement;;76;2
DE CHAILLOT;3208;75016.0;PARIS 16;75;116;75116;;;;;35,15;;;;;;;;;1;2;Appartement;;42;2
DE WAGRAM;3209;75017.0;PARIS 17;75;117;75117;;;;;132,05;;;;;;;;;3;2;Appartement;;120;4
DE COURCELLES;3209;75017.0;PARIS 17;75;117;75117;;;;;202,41;;;;;;;;;2;2;Appartement;;210;7
DE CLICHY;3210;75018.0;PARIS 18;75;118;75118;;;;;62,67;;;;;;;;;2;2;Appartement;;71;4
CAULAINCOURT;3210;75018.0;PARIS 18;75;118;75118;;;;;12,58;;;;;;;;;1;2;Appartement;;14;1
DU POTEAU;3210;75018.0;PARIS 18;75;118;75118;;;;;48,54;;;;;;;;;2;2;Appartement;;45;2
SIMART;3210;75018.0;PARIS 18;75;118;75118;;;;;44,93;;;;;;;;;2;2;Appartement;;45;3
RAMEY;3210;75018.0;PARIS 18;75;118;75118;;;;;19,08;;;;;;;;;1;2;Appartement;;21;1
DES PORTES BLANCHES;3210;75018.0;PARIS 18;75;118;75118;;;;;15,97;;;;;;;;;1;2;Appartement;;14;1
DES POISSONNIERS;3210;75018.0;PARIS 18;75;118;75118;;;;;77,39;;;;;;;;;1;2;Appartement;;77;4
DOUDEAUVILLE;3210;75018.0;PARIS 18;75;118;75118;;;;;16,45;;;;;;;;;1;2;Appartement;;16;1
BUZELIN;3210;75018.0;PARIS 18;75;118;75118;;;;;62,55;;;;;;;;;2;2;Appartement;;62;3
DE FLANDRE;3212;75019.0;PARIS 19;75;119;75119;;;;;20,28;;;;;;;;;1;2;Appartement;;20;1
PETIT;3212;75019.0;PARIS 19;75;119;75119;;;;;19,74;;;;;;;;;1;2;Appartement;;21;1
BOTZARIS;3212;75019.0;PARIS 19;75;119;75119;;;;;59,79;;;;;;;;;2;2;Appartement;;56;2
CARDUCCI;3212;75019.0;PARIS 19;75;119;75119;;;;;37,34;;;;;;;;;1;2;Appartement;;34;2
DES PYRENEES;3211;75020.0;PARIS 20;75;120;75120;;;;;113;;;;;;;;;4;2;Appartement;;120;6
DU CAPITAINE FERBER;3211;75020.0;PARIS 20;75;120;75120;;;;;62,24;;;;;;;;;2;2;Appartement;;63;3
DU CAMBODGE;3211;75020.0;PARIS 20;75;120;75120;;;;;15,8;;;;;;;;;1;2;Appartement;;27;1
DES ORTEAUX;3211;75020.0;PARIS 20;75;120;75120;;;;;18,13;;;;;;;;;1;2;Appartement;;24;1
DU HABLE;2222;76200.0;DIEPPE;76;217;76217;;;;;14,42;;;;;;;;;1;2;Appartement;;19;1
GAMBETTA;2236;76400.0;FECAMP;76;259;76259;;;;;37,31;;;;;;;;;1;2;Appartement;;39;2
FRANCOIS MAZELINE;2229;76600.0;LE HAVRE;76;351;76351;;;;;92,5;;;;;;;;;1;2;Appartement;;56;3
DES DOCKERS;2229;76600.0;LE HAVRE;76;351;76351;;;;;91,5;;;;;;;;;1;2;Appartement;;89;4
ANATOLE FRANCE;2229;76600.0;LE HAVRE;76;351;76351;;;;;18,1;;;;;;;;;1;2;Appartement;;34;1
GEORGES MAGUIN;2228;76620.0;LE HAVRE;76;351;76351;;;;;31,85;;;;;;;;;1;2;Appartement;;31;2
STANISLAS GIRARDIN;2199;76000.0;ROUEN;76;540;76540;;;;;49,78;;;;;;;;;2;2;Appartement;;49;2
BOUVREUIL;2199;76000.0;ROUEN;76;540;76540;;;;;66,7;;;;;;;;;1;2;Appartement;;66;2
LE NOSTRE;2199;76000.0;ROUEN;76;540;76540;;;;;131,9;;;;;;;;;1;2;Appartement;;110;4
EDOUARD ADAM;2199;76000.0;ROUEN;76;540;76540;;;;;74,66;;;;;;;;;1;2;Appartement;;60;3
VOLTAIRE;2205;76300.0;SOTTEVILLE-LES-ROUEN;76;681;76681;;;;;72,7;;;;;;;;;2;2;Appartement;;72;4
DES CHAMPS;2249;76190.0;YVETOT;76;758;76758;;;;;50,76;;;;;;;;;2;2;Appartement;;51;2
MAL LECLERC;2249;76190.0;YVETOT;76;758;76758;;;;;48;;;;;;;;;2;2;Appartement;;47;2
DU FOUR;2260;77170.0;BRIE COMTE ROBERT;77;53;77053;;;;;33,46;;;;;;;;;1;2;Appartement;;39;2
DU GENERAL LECLERC;2260;77170.0;BRIE COMTE ROBERT;77;53;77053;;;;;41,17;;;;;;;;;1;2;Appartement;;41;2
EUGENE VARLIN;2341;77410.0;CLAYE-SOUILLY;77;118;77118;;;;;32,78;;;;;;;;;1;2;Appartement;;35;2
DAM GILLES;2329;77580.0;CRECY LA CHAPELLE;77;142;77142;;;;;92,25;;;;;;;;;3;2;Appartement;;63;4
GENERAL LECLERC;2288;77300.0;FONTAINEBLEAU;77;186;77186;;;;;82,29;;;;;;;;;1;2;Appartement;;89;4
DE FRANCE;2288;77300.0;FONTAINEBLEAU;77;186;77186;;;;;97,69;;;;;;;;;1;2;Appartement;;100;4
ISAAC PEREIRE;2267;77220.0;GRETZ-ARMAINVILLIERS;77;215;77215;;;;;30,15;;;;;;;;;1;2;Appartement;;30;1
LOUIS BRAILLE;2342;77100.0;MEAUX;77;284;77284;;;;;53,87;;;;;;;;;1;2;Appartement;;53;2
EMILE LECLERC;2256;77000.0;MELUN;77;288;77288;;;;;73,77;;;;;;;;;2;2;Appartement;;74;5
PAUL VAILLANT COUTURIER;2377;77290.0;MITRY MORY;77;294;77294;;;;;35,39;;;;;;;;;1;2;Appartement;;45;2
DE LA LIBERATION;2390;77450.0;TRILBARDOU;77;474;77474;;;;;35,59;;;;;;;;;1;2;Appartement;;32;3
FRANCOIS MAURIAC;2346;77270.0;VILLEPARISIS;77;514;77514;;;;;71,17;;;;;;;;;1;2;Appartement;;72;4
MOZART;2409;78390.0;BOIS D ARCY;78;73;78073;;;;;52,09;;;;;;;;;3;2;Appartement;;52;3
DE LA NOUE;2443;78700.0;CONFLANS SAINTE HONORINE;78;172;78172;;;;;29,45;;;;;;;;;1;2;Appartement;;31;1
SOPHIE DE GROUCHY;2496;78990.0;ELANCOURT;78;208;78208;;;;;62,25;;;;;;;;;1;2;Appartement;;61;3
DE LA CANCHE;2496;78990.0;ELANCOURT;78;208;78208;;;;;47,78;;;;;;;;;2;2;Appartement;;47;2
RES PARC DU CHATEAU;2426;78430.0;LOUVECIENNES;78;350;78350;;;;;79,75;;;;;;;;;2;2;Appartement;;78;4
FELICIEN LESAGE;2434;78360.0;MONTESSON;78;418;78418;;;;;46,44;;;;;;;;;2;2;Appartement;;46;2
DES ACACIAS;2450;78300.0;POISSY;78;498;78498;;;;;56,13;;;;;;;;;2;2;Appartement;;55;3
DU PETIT PARC;2500;78120.0;RAMBOUILLET;78;517;78517;;;;;26,05;;;;;;;;;1;2;Appartement;;27;1
PRESIDENT ROOSEVELT;2425;78500.0;SARTROUVILLE;78;586;78586;;;;;93,91;;;;;;;;;1;2;Appartement;;80;4
DANIELE CASANOVA;2413;78190.0;TRAPPES;78;621;78621;;;;;52,8;;;;;;;;;1;2;Appartement;;52;3
DES VERGERS;2413;78190.0;TRAPPES;78;621;78621;;;;;56;;;;;;;;;1;2;Appartement;;55;2
DES ETATS UNIS;2407;78000.0;VERSAILLES;78;646;78646;;;;;68,02;;;;;;;;;1;2;Appartement;;64;4
CHAMP LAGARDE;2407;78000.0;VERSAILLES;78;646;78646;;;;;81,33;;;;;;;;;1;2;Appartement;;80;3
DU MAL JOFFRE;2407;78000.0;VERSAILLES;78;646;78646;;;;;60,93;;;;;;;;;3;2;Appartement;;68;3
LA GRANDE PELOUSE;2421;78110.0;VESINET (LE);78;650;78650;;;;;47,69;;;;;;;;;1;2;Appartement;;44;3
LA GRANDE PELOUSE;2421;78110.0;VESINET (LE);78;650;78650;;;;;37,61;;;;;;;;;1;2;Appartement;;37;2
LEDIEN;2551;80100.0;ABBEVILLE;80;1;80001;;;;;48,5;;;;;;;;;1;2;Appartement;;48;2
DES JACOBINS;2535;80000.0;AMIENS;80;21;80021;;;;;121,01;;;;;;;;;1;2;Appartement;;114;2
DES ORFEVRES;2535;80000.0;AMIENS;80;21;80021;;;;;48;;;;;;;;;1;2;Appartement;;48;2
DE GARRIGUES;2564;81370.0;SAINT-SULPICE-LA-POINTE;81;271;81271;;;;;62,02;;;;;;;;;1;1;Maison;;62;3
NAUZES;2576;82170.0;GRISOLLES;82;75;82075;;;;;83,15;;;;;;;;;1;1;Maison;;81;4
GINETTE AUGIER;2566;82000.0;MONTAUBAN;82;121;82121;;;;;32,95;;;;;;;;;1;2;Appartement;;33;2
VICTOR ROUGIER;2638;83330.0;LE BEAUSSET;83;16;83016;;;;;60,82;;;;;;;;;1;2;Appartement;;63;2
DE LA REPUBLIQUE;2638;83330.0;LE BEAUSSET;83;16;83016;;;;;31,26;;;;;;;;;1;2;Appartement;;32;2
DE LA MER;2643;83230.0;BORMES-LES-MIMOSAS;83;19;83019;;;;;16,24;;;;;;;;;1;2;Appartement;;16;1
DU PIRATE;2643;83230.0;BORMES-LES-MIMOSAS;83;19;83019;;;;;114,43;;;;;;;;;1;1;Maison;;130;4
DES OLIVIERS;2637;83400.0;HYERES;83;69;83069;;;;;42,64;;;;;;;;;2;2;Appartement;;42;2
GAMBETTA;2637;83400.0;HYERES;83;69;83069;;;;;54,7;;;;;;;;;1;2;Appartement;;56;3
SAINT MARTIN;2637;83400.0;HYERES;83;69;83069;;;;;85,05;;;;;;;;;1;2;Appartement;;84;3
DU POUSSET;2637;83400.0;HYERES;83;69;83069;;;;;68,34;;;;;;;;;1;2;Appartement;;52;2
DE LA PLAINE DE BOUISSON;2637;83400.0;HYERES;83;69;83069;;;;;26,23;;;;;;;;;1;2;Appartement;;26;1
GABRIEL BARBAROUX;2613;83340.0;LE LUC;83;73;83073;;;;;58,95;;;;;;;;;1;2;Appartement;;59;2
RENE CASSIN;2628;83220.0;LE PRADET;83;98;83098;;;;;52,71;;;;;;;;;1;2;Appartement;;50;2
PARMENTIER;2623;83500.0;LA SEYNE SUR MER;83;126;83126;;;;;35,78;;;;;;;;;1;2;Appartement;;40;2
NOEL VERLAQUE;2623;83500.0;LA SEYNE SUR MER;83;126;83126;;;;;24,11;;;;;;;;;1;2;Appartement;;24;2
JOSEPH GASQUET;2629;83100.0;TOULON;83;137;83137;;;;;66,82;;;;;;;;;2;2;Appartement;;67;4
GENERAL GOURAUD;2624;83200.0;TOULON;83;137;83137;;;;;41,15;;;;;;;;;1;2;Appartement;;45;2
PIGNOTTE;2658;84000.0;AVIGNON;84;7;84007;;;;;157,14;;;;;;;;;1;2;Appartement;;138;4
GRANDE RUE;2696;84550.0;MORNAS;84;83;84083;;;;;61,47;;;;;;;;;1;2;Appartement;;60;2
ESPLANADE DE LIRAC;2667;84260.0;SARRIANS;84;122;84122;;;;;57,02;;;;;;;;;2;2;Appartement;;57;3
ANCIEN CHEM D AVIGNON;2680;84250.0;LE THOR;84;132;84132;;;;;58,79;;;;;;;;;1;2;Appartement;;58;3
DE LA CALADE;2694;84820.0;VISAN;84;150;84150;;;;;62,52;;;;;;;;;2;2;Appartement;;67;3
DE LATTRE DE TASSIGNY;2734;85550.0;BARRE-DE-MONTS (LA);85;12;85012;;;;;99,32;;;;;;;;;1;2;Appartement;;83;4
DE LA LIBERTE;2705;85110.0;CHANTONNAY;85;51;85051;;;;;60,64;;;;;;;;;2;2;Appartement;;67;3
DES VICTOIRES;2701;85000.0;ROCHE SUR YON (LA);85;191;85191;;;;;66,92;;;;;;;;;2;2;Appartement;;67;3
DE LA MER;2731;85160.0;SAINT-JEAN-DE-MONTS;85;234;85234;;;;;66,54;;;;;;;;;1;2;Appartement;;70;3
SAINT MICHEL;2745;87000.0;LIMOGES;87;85;87085;;;;;29,57;;;;;;;;;1;2;Appartement;;36;1
PIERRE BROSSOLETTE;2745;87000.0;LIMOGES;87;85;87085;;;;;92,02;;;;;;;;;2;2;Appartement;;96;3
DU PDT RENE COTY;2746;87100.0;LIMOGES;87;85;87085;;;;;63,34;;;;;;;;;2;2;Appartement;;66;3
JULES FERRY;2759;88000.0;CHANTRAINE;88;87;88087;;;;;33,27;;;;;;;;;3;2;Appartement;;34;1
CHARLET;2752;88190.0;GOLBEY;88;209;88209;;;;;42,83;;;;;;;;;1;2;Appartement;;42;2
DU 10EME BCP;2779;88100.0;SAINT DIE DES VOSGES;88;413;88413;;;;;24,55;;;;;;;;;2;2;Appartement;;22;1
DE LA FONTENELLE;2779;88100.0;SAINT DIE DES VOSGES;88;413;88413;;;;;75,41;;;;;;;;;2;2;Appartement;;74;4
JACQUES BREL;2801;89240.0;CHEVANNES;89;102;89102;;;;;70,03;;;;;;;;;1;1;Maison;;67;3
DES PRES RENARD;2802;89290.0;VENOY;89;438;89438;;;;;84,62;;;;;;;;;1;1;Maison;;85;4
DES JARDINS;2858;91160.0;BALLAINVILLIERS;91;44;91044;;;;;69,44;;;;;;;;;1;1;Maison;;69;4
LEON BLUM;2871;91220.0;BRETIGNY SUR ORGE;91;103;91103;;;;;39,96;;;;;;;;;1;2;Appartement;;38;2
DE LA MONTAGNE DES GLAISES;2818;91100.0;CORBEIL ESSONNES;91;174;91174;;;;;91,74;;;;;;;;;1;2;Appartement;;86;5
LEON CASSE;2818;91100.0;CORBEIL ESSONNES;91;174;91174;;;;;61,95;;;;;;;;;1;2;Appartement;;62;3
DE LA ROCHE BENOTTE;2889;91580.0;ETRECHY;91;226;91226;;;;;20,25;;;;;;;;;1;2;Appartement;;20;1
ALEXANDRE DUMAS;2850;91260.0;JUVISY SUR ORGE;91;326;91326;;;;;60,3;;;;;;;;;2;2;Appartement;;60;3
DES FONTENELLES;2870;91310.0;LINAS;91;339;91339;;;;;85,75;;;;;;;;;1;1;Maison;;90;5
DU CLOS DE BALLAINVILLIERS;2852;91160.0;LONGJUMEAU;91;345;91345;;;;;132,17;;;;;;;;;2;1;Maison;;131;6
DU PARADIS;2876;91310.0;LONGPONT-SUR-ORGE;91;347;91347;;;;;42,87;;;;;;;;;1;2;Appartement;;42;2
ARISTIDE BRIAND;2921;91400.0;ORSAY;91;471;91471;;;;;88,94;;;;;;;;;2;2;Appartement;;88;5
GEORGES MELIES;2851;91700.0;SAINTE-GENEVIEVE-DES-BOIS;91;549;91549;;;;;45,15;;;;;;;;;1;2;Appartement;;45;2
PARC DE CHANTELOUP;2879;91180.0;SAINT-GERMAIN-LES-ARPAJON;91;552;91552;;;;;49,93;;;;;;;;;2;2;Appartement;;50;3
DE LA FONTAINE DU MESNIL;2879;91180.0;SAINT-GERMAIN-LES-ARPAJON;91;552;91552;;;;;70;;;;;;;;;1;2;Appartement;;67;3
DES SOURCES;2859;91170.0;VIRY CHATILLON;91;687;91687;;;;;125,07;;;;;;;;;1;1;Maison;;143;5
MEDER;2859;91170.0;VIRY CHATILLON;91;687;91687;;;;;54,12;;;;;;;;;1;2;Appartement;;55;2
REPUBLIQUE F MITTERRAND;2953;92110.0;CLICHY;92;24;92024;;;;;53,26;;;;;;;;;1;2;Appartement;;49;2
MADIRAA;2945;92400.0;COURBEVOIE;92;26;92026;;;;;117,07;;;;;;;;;2;2;Appartement;;120;5
JULES FERRY;2945;92400.0;COURBEVOIE;92;26;92026;;;;;51,17;;;;;;;;;1;2;Appartement;;51;2
ERNEST RENAN;2967;92130.0;ISSY-LES-MOULINEAUX;92;40;92040;;;;;69,03;;;;;;;;;2;2;Appartement;;65;4
RASPAIL;2952;92300.0;LEVALLOIS-PERRET;92;44;92044;;;;;37,96;;;;;;;;;1;2;Appartement;;38;2
LOUIS ROUQUIER;2952;92300.0;LEVALLOIS-PERRET;92;44;92044;;;;;34,86;;;;;;;;;2;2;Appartement;;35;2
VERDIER;2968;92120.0;MONTROUGE;92;49;92049;;;;;40,91;;;;;;;;;1;2;Appartement;;43;5
